,set,artist,artist,track,track,track,track,track,track
7492,training,1953,8,2009-03-11 10:36:07,Hip-Hop,[21],4,3722,2178
7495,training,853,25,2009-03-11 11:54:51,Rock,[89],3,3609,2900
7526,training,1939,58,2009-03-11 15:19:49,Pop,[10],7,1604,1267
7527,training,1939,58,2009-03-11 15:19:50,Pop,[10],7,1705,1182
7528,training,1939,58,2009-03-11 15:19:50,Pop,[10],4,1566,1585
7529,training,1939,58,2009-03-11 15:19:51,Pop,[10],10,1536,1427
7548,training,1433,11,2009-03-12 13:04:53,Experimental,"[1, 38]",1,1330,964
7554,training,1433,11,2009-03-12 13:04:56,Experimental,"[1, 38]",4,31351,26492
7709,training,1331,11,2009-03-13 12:30:24,Folk,"[17, 103]",0,1706,1416
7710,training,1331,11,2009-03-13 12:30:25,Folk,"[17, 103]",0,1031,811
7711,training,1331,11,2009-03-13 12:30:27,Folk,"[17, 103]",1,1105,859
7712,training,1331,11,2009-03-13 12:30:28,Folk,"[17, 103]",0,1450,1172
7713,training,1331,11,2009-03-13 12:30:29,Folk,"[17, 103]",0,884,666
7872,training,1710,15,2009-03-19 08:16:13,Rock,[25],3,2911,2630
8056,training,651,30,2009-03-20 09:01:15,Rock,[85],5,8986,1837
8208,training,2252,8,2009-03-24 07:09:01,Rock,[12],15,5135,4017
8256,training,698,1,2009-03-24 10:32:15,Folk,[17],2,1670,1196
8259,training,698,1,2009-03-24 10:32:16,Folk,[17],2,1363,786
8261,training,698,1,2009-03-24 10:32:17,Folk,[17],3,1315,615
8345,training,39,0,2009-03-25 09:01:31,Experimental,[22],0,1625,1495
8357,training,2,9,2009-03-25 10:24:29,Experimental,"[1, 22]",1,1080,993
8363,training,2,9,2009-03-25 10:29:11,Experimental,"[1, 22]",1,1552,1422
8372,training,120,1,2009-03-25 10:37:22,Experimental,[22],1,1479,1309
8416,training,50,1,2009-03-25 12:38:44,Experimental,[22],2,2096,1736
9152,training,2247,4,2009-03-30 19:42:18,Experimental,"[1, 32, 38]",1,3858,1925
9155,test,2244,1,2009-03-30 19:42:19,Experimental,"[32, 38]",1,2318,751
9307,training,2214,0,2009-04-01 17:24:09,Experimental,"[32, 38]",0,1048,977
9476,training,2243,1,2009-04-02 03:13:59,Experimental,"[30, 32, 38]",2,1675,1240
9477,training,2240,26,2009-04-02 03:26:46,Experimental,"[1, 32, 38]",3,3327,3004
9491,training,2249,13,2009-04-02 05:20:36,Rock,[64],8,2195,2433
9505,training,2240,26,2009-04-02 06:29:45,Experimental,"[1, 32, 38]",1,1422,1145
9511,training,1222,52,2009-04-02 07:42:57,Rock,"[58, 85]",60,7184,7401
9512,training,2254,6,2009-04-02 08:07:43,International,[2],29,4203,4248
9513,training,1097,35,2009-04-02 08:44:49,Rock,"[36, 89, 98]",32,11922,9844
9550,validation,1917,43,2009-04-02 14:57:27,Rock,[12],8,4014,3393
9553,validation,1917,43,2009-04-02 14:57:46,Rock,[12],6,2967,2293
9555,validation,1917,43,2009-04-02 14:57:54,Rock,[12],7,4099,2795
9557,validation,1917,43,2009-04-02 14:58:05,Rock,[12],6,5140,3567
9559,validation,1917,43,2009-04-02 14:58:14,Rock,[12],5,4277,3264
9560,validation,1917,43,2009-04-02 14:58:21,Rock,[12],5,4543,2825
9678,training,2268,9,2009-04-02 22:59:39,Experimental,"[38, 125]",0,3009,1785
9721,training,2240,26,2009-04-03 03:56:43,Experimental,"[1, 32, 38]",1,1986,1601
9846,training,2308,2,2009-04-03 10:32:39,Experimental,"[1, 32]",3,2575,977
9887,training,2312,17,2009-04-03 14:18:35,Folk,[17],13,2544,1446
9888,training,2313,39,2009-04-03 10:37:58,Folk,[17],16,3763,3065
9918,training,1232,3,2009-04-04 01:44:59,Experimental,"[22, 32, 38]",0,2080,1544
9962,training,15690,3,2009-04-05 01:00:33,Rock,[64],3,2883,2528
10186,training,2419,4,2009-04-08 18:18:49,International,[79],7,3665,1873
10192,training,2430,1,2009-04-09 05:05:29,Hip-Hop,[100],3,2808,2052
10250,test,42,0,2009-04-09 07:19:43,Instrumental,[538],1,7400,6577
10374,training,2491,2,2009-04-09 16:54:11,Experimental,"[32, 38, 224]",1,2679,1536
10375,training,2491,2,2009-04-09 16:54:12,Experimental,"[32, 38, 224]",0,2765,1370
10376,training,2491,2,2009-04-09 16:54:12,Experimental,"[32, 38, 224]",1,2240,951
10377,training,2491,2,2009-04-09 16:54:12,Experimental,"[32, 38, 224]",6,6104,4111
10381,test,77,219,2009-04-10 13:50:26,Folk,[17],8,2312,1515
10382,test,77,219,2009-04-10 13:50:28,Folk,[17],2,1697,993
10383,test,77,219,2009-04-10 13:50:28,Folk,[17],11,2284,1456
10384,test,77,219,2009-04-10 13:50:28,Folk,[17],4,2053,1032
10385,test,77,219,2009-04-10 13:50:29,Folk,[17],1,1393,828
10386,test,77,219,2009-04-10 13:50:30,Folk,[17],2,2491,1032
10387,test,77,219,2009-04-10 13:50:30,Folk,[17],0,1276,702
10388,test,77,219,2009-04-10 13:50:32,Folk,[17],2,2147,894
10389,test,77,219,2009-04-10 13:50:32,Folk,[17],0,1489,789
10435,training,2532,6,2009-04-10 22:58:02,Experimental,"[22, 38]",3,1411,876
10438,test,77,219,2009-04-11 08:55:53,Folk,[17],0,1379,929
10439,test,77,219,2009-04-11 08:55:53,Folk,[17],3,1728,1005
10440,test,77,219,2009-04-11 08:55:55,Folk,[17],3,1381,868
10441,test,77,219,2009-04-11 08:55:55,Folk,[17],5,1389,830
10442,test,77,219,2009-04-11 08:55:55,Folk,[17],3,1908,968
10443,test,77,219,2009-04-11 08:55:57,Folk,[17],5,1281,686
10444,test,77,219,2009-04-11 08:55:57,Folk,[17],1,1117,651
10447,test,77,219,2009-04-11 08:55:59,Folk,[17],9,1345,869
10458,training,2492,10,2009-04-11 10:08:27,Folk,[17],3,1522,886
10480,test,77,219,2009-04-11 15:49:40,Folk,[17],3,949,782
10481,test,77,219,2009-04-11 15:49:41,Folk,[17],2,872,711
10485,test,77,219,2009-04-11 15:49:46,Folk,[17],2,872,687
10521,training,2572,0,2009-04-11 20:21:40,Experimental,[125],4,11790,9393
10527,training,2532,6,2009-04-11 20:22:14,Experimental,[125],3,1938,869
10535,training,2580,0,2009-04-11 20:22:50,Experimental,[125],1,1372,966
10541,training,2583,0,2009-04-11 20:23:35,Experimental,[125],2,4191,2568
10575,training,2339,29,2009-04-12 10:57:11,Folk,"[33, 103]",11,2127,1424
10577,training,2339,29,2009-04-12 11:16:08,Folk,"[33, 103]",18,8883,1434
10668,training,2630,47,2009-04-14 10:35:52,Rock,[70],2,9297,6484
10669,training,2630,47,2009-04-14 10:35:54,Rock,[70],7,9629,5372
10670,training,2630,47,2009-04-14 10:35:54,Rock,[70],3,6260,3671
10671,training,2630,47,2009-04-14 10:35:55,Rock,[70],19,11433,6438
10672,training,2630,47,2009-04-14 10:35:56,Rock,[70],5,6434,3133
10673,training,2630,47,2009-04-14 10:35:56,Rock,[70],4,6158,2880
10674,training,2630,47,2009-04-14 10:35:57,Rock,[70],8,6390,3236
10675,training,2630,47,2009-04-14 10:35:57,Rock,[70],3,4877,2205
10676,training,2630,47,2009-04-14 10:35:58,Rock,[70],11,5331,2292
10677,training,2630,47,2009-04-14 10:36:00,Rock,[70],5,6062,3189
10678,test,77,219,2009-04-14 12:26:56,Folk,[17],3,1527,855
10679,test,77,219,2009-04-14 12:26:57,Folk,[17],4,1449,762
10682,test,77,219,2009-04-14 12:26:58,Folk,[17],2,2199,675
10684,test,77,219,2009-04-14 12:26:59,Folk,[17],1,1285,598
10693,training,2631,35,2009-04-14 18:59:41,Hip-Hop,[21],37,24636,16503
10694,training,2631,35,2009-04-14 18:59:42,Hip-Hop,[21],42,24102,15064
10695,training,2631,35,2009-04-14 18:59:43,Hip-Hop,[21],6,19208,12816
10696,training,2631,35,2009-04-14 18:59:44,Hip-Hop,[21],12,20284,13668
10697,training,2631,35,2009-04-14 18:59:44,Hip-Hop,[21],68,28160,16523
10698,training,2631,35,2009-04-14 18:59:45,Hip-Hop,[21],25,20469,13046
10699,training,2631,35,2009-04-14 18:59:45,Hip-Hop,[21],26,27615,19748
10805,training,2735,3,2009-04-15 14:05:15,Pop,[10],18,44562,42200
10806,training,2735,3,2009-04-15 14:05:17,Pop,[10],6,22299,20697
10807,training,2735,3,2009-04-15 14:05:17,Pop,[10],6,37407,36157
10808,training,2735,3,2009-04-15 14:05:18,Pop,[10],19,33012,30663
10809,training,2735,3,2009-04-15 14:05:19,Pop,[10],19,30658,28250
10810,training,2735,3,2009-04-15 14:05:19,Pop,[10],29,27991,22822
10983,training,2240,26,2009-04-18 06:49:39,Experimental,"[1, 32, 38]",1,1493,1317
10992,test,77,219,2009-04-19 08:52:12,Folk,[17],9,2389,1673
10993,test,77,219,2009-04-19 09:03:53,Folk,[17],11,2654,1540
11019,test,10,111,2009-04-19 17:01:26,Experimental,"[22, 38]",22,13304,11512
11020,test,10,111,2009-04-19 21:01:28,Experimental,"[22, 38]",19,8217,7198
11059,test,77,219,2009-04-20 17:15:06,Folk,[17],18,1862,1530
11198,training,2879,1,2009-04-21 12:14:20,Pop,[10],5,1571,1360
11199,training,2880,0,2009-04-21 12:20:34,Pop,[10],4,3843,1300
11200,test,2881,0,2009-04-21 12:24:25,Pop,[10],4,2015,1720
11204,test,2886,0,2009-04-21 12:25:14,Hip-Hop,[21],8,7768,3511
11206,training,2888,1,2009-04-21 12:25:15,Electronic,[236],16,12157,4346
11234,training,2240,26,2009-04-22 04:36:29,Experimental,"[1, 32, 38]",0,1909,1426
11237,training,2240,26,2009-04-22 04:58:18,Experimental,"[1, 32, 38]",0,1594,1253
11239,training,2240,26,2009-04-22 05:07:18,Experimental,"[1, 32, 38]",0,1351,1064
11242,training,2240,26,2009-04-22 05:30:21,Experimental,"[1, 32, 38]",0,1807,1463
11261,training,2904,5,2009-04-22 11:01:52,Pop,[76],2,1446,554
11262,training,2906,3,2009-04-22 07:30:38,Electronic,[15],12,5098,4515
11264,training,2908,4,2009-04-22 07:30:40,Rock,"[88, 98]",25,12747,10524
11268,training,2912,9,2009-04-22 07:30:42,Rock,[89],20,13766,12209
11298,training,2919,11,2009-04-22 08:36:07,Hip-Hop,[21],21,19815,14409
11299,training,2920,5,2009-04-22 08:36:10,Hip-Hop,[21],7,11471,7920
11306,training,2343,12,2009-04-22 17:20:26,Rock,"[12, 58, 66]",6,5794,2604
11333,training,1048,3,2009-04-23 07:31:47,Experimental,[38],0,3552,655
11334,training,1048,3,2009-04-23 07:31:48,Experimental,[38],0,2688,904
11503,test,77,219,2009-04-25 13:57:40,Folk,[17],4,1244,734
11504,test,77,219,2009-04-25 13:57:41,Folk,[17],3,1252,619
11505,test,77,219,2009-04-25 13:57:41,Folk,[17],1,2277,778
11508,test,77,219,2009-04-25 13:57:43,Folk,[17],1,2319,442
11544,training,2368,7,2009-04-26 17:54:18,Experimental,"[1, 22, 32, 38, 125]",1,2258,677
11638,training,3019,0,2009-04-28 07:44:13,Instrumental,[538],1,3620,1460
11671,training,2795,7,2009-04-29 10:42:02,International,[46],1,2042,1315
11672,training,2795,7,2009-04-29 10:42:04,International,[46],0,1159,590
11673,training,2795,7,2009-04-29 10:42:04,International,[46],2,1546,1079
11674,training,2795,7,2009-04-29 10:42:05,International,[46],0,612,401
11675,training,2795,7,2009-04-29 10:42:05,International,[46],2,2396,984
11677,training,2795,7,2009-04-29 10:42:07,International,[46],3,1096,720
11679,training,2795,7,2009-04-29 10:42:08,International,[46],2,1832,993
11681,training,2795,7,2009-04-29 10:42:09,International,[46],1,1119,642
11682,training,2795,7,2009-04-29 10:42:10,International,[46],0,740,451
11683,training,2795,7,2009-04-29 10:42:10,International,[46],2,1717,1278
11763,training,3089,19,2009-04-30 15:03:28,Hip-Hop,[21],3,6055,3114
11764,training,3089,19,2009-04-30 15:03:29,Hip-Hop,[21],6,11034,5063
11765,training,3089,19,2009-04-30 15:03:29,Hip-Hop,[21],6,5650,1793
11766,training,3089,19,2009-04-30 15:03:30,Hip-Hop,[21],4,5627,2748
11767,training,3089,19,2009-04-30 15:03:30,Hip-Hop,[21],7,5318,2153
11768,training,3089,19,2009-04-30 15:03:31,Hip-Hop,[21],3,4736,1983
11769,training,3089,19,2009-04-30 15:03:31,Hip-Hop,[21],2,5339,2321
11770,training,3089,19,2009-04-30 15:03:33,Hip-Hop,[21],4,6047,2580
11771,training,3089,19,2009-04-30 15:03:39,Hip-Hop,[21],14,52835,5463
11772,training,3089,19,2009-04-30 15:03:40,Hip-Hop,[21],3,4614,1776
11773,training,3089,19,2009-04-30 11:03:40,Hip-Hop,[21],56,95547,67014
11774,training,3089,19,2009-04-30 15:03:41,Hip-Hop,[21],2,5893,2059
11775,training,3089,19,2009-04-30 15:03:41,Hip-Hop,[21],5,6593,2736
11776,training,3089,19,2009-04-30 15:03:41,Hip-Hop,[21],4,5903,1818
11777,training,3089,19,2009-04-30 15:03:43,Hip-Hop,[21],2,6256,2831
11778,training,3089,19,2009-04-30 15:03:43,Hip-Hop,[21],3,6150,3371
11779,training,3089,19,2009-04-30 15:03:44,Hip-Hop,[21],1,5811,2166
11780,training,3089,19,2009-04-30 15:03:44,Hip-Hop,[21],4,5087,1963
11781,training,3089,19,2009-04-30 15:03:45,Hip-Hop,[21],5,5832,2059
11782,training,3089,19,2009-04-30 15:03:45,Hip-Hop,[21],3,5960,3564
11783,training,3089,19,2009-04-30 15:03:46,Hip-Hop,[21],1,6102,1983
11784,training,3089,19,2009-04-30 15:03:47,Hip-Hop,[21],4,5059,1992
11785,training,3089,19,2009-04-30 15:03:47,Hip-Hop,[21],4,4999,1511
11786,training,3089,19,2009-04-30 15:03:47,Hip-Hop,[21],4,6885,3460
11787,training,3089,19,2009-04-30 15:03:48,Hip-Hop,[21],2,5810,2430
11788,training,3089,19,2009-04-30 15:03:49,Hip-Hop,[21],1,5180,1901
11789,training,3089,19,2009-04-30 15:03:49,Hip-Hop,[21],6,6081,2565
11790,training,3089,19,2009-04-30 15:03:50,Hip-Hop,[21],1,5030,2204
11791,training,3089,19,2009-04-30 15:03:51,Hip-Hop,[21],6,5694,1729
11792,training,3089,19,2009-04-30 15:03:51,Hip-Hop,[21],2,5090,1877
11793,training,3089,19,2009-04-30 15:03:52,Hip-Hop,[21],6,8700,3595
11794,training,3089,19,2009-04-30 15:03:53,Hip-Hop,[21],1,6252,1775
11795,training,3089,19,2009-04-30 15:03:53,Hip-Hop,[21],2,5990,1979
11803,validation,3203,2,2009-04-30 15:22:44,Hip-Hop,[21],6,10419,7253
11818,training,3093,2,2009-04-30 15:22:50,Hip-Hop,[21],2,2861,1663
11839,training,3094,4,2009-04-30 15:43:04,Hip-Hop,[21],1,3622,1517
11861,training,3094,4,2009-04-30 16:06:30,Hip-Hop,"[21, 539]",1,2507,1289
11862,training,3094,4,2009-04-30 16:06:31,Hip-Hop,"[21, 539]",2,2653,1243
11867,training,3094,4,2009-04-30 16:06:34,Hip-Hop,"[21, 539]",1,3551,2239
11868,training,3094,4,2009-04-30 16:06:36,Hip-Hop,"[21, 539]",1,3233,1062
11916,training,3070,5,2009-05-01 00:56:22,Hip-Hop,[21],2,3903,1141
11917,training,3070,5,2009-05-01 00:56:47,Hip-Hop,[21],1,4834,819
11918,training,3070,5,2009-05-01 00:57:07,Hip-Hop,[21],5,25214,5074
11919,training,3070,5,2009-05-01 00:57:27,Hip-Hop,[21],4,5799,1663
11920,training,3070,5,2009-05-01 00:57:48,Hip-Hop,[21],1,5369,1392
11921,training,3070,5,2009-05-01 00:58:15,Hip-Hop,[21],1,9712,984
11922,training,3070,5,2009-05-01 00:58:27,Hip-Hop,[21],4,7965,1303
11933,training,3131,0,2009-05-01 06:49:53,Rock,[12],20,10403,6038
11937,training,3135,2,2009-05-01 06:58:28,Pop,[10],3,1294,1088
11942,training,3140,0,2009-05-01 06:58:33,Electronic,[337],11,14533,11529
11946,training,2181,4,2009-05-01 11:25:58,Experimental,[763],2,3089,2399
11947,training,3151,0,2009-05-01 11:26:18,Experimental,[763],1,2627,1180
11951,training,3149,0,2009-05-01 11:26:51,Experimental,[763],1,3899,2521
12045,test,77,219,2009-05-02 14:40:07,Folk,[17],9,2441,2010
12046,test,77,219,2009-05-02 14:40:07,Folk,[17],11,3294,2106
12047,test,77,219,2009-05-02 14:40:08,Folk,[17],6,1832,1234
12048,test,77,219,2009-05-02 14:40:09,Folk,[17],8,2398,1677
12049,test,77,219,2009-05-02 14:40:09,Folk,[17],5,1624,1039
12050,test,77,219,2009-05-02 14:40:10,Folk,[17],8,1544,982
12051,test,77,219,2009-05-02 14:40:11,Folk,[17],4,1410,895
12052,test,77,219,2009-05-02 14:40:12,Folk,[17],4,1446,831
12053,test,77,219,2009-05-02 14:40:13,Folk,[17],7,1211,743
12058,test,77,219,2009-05-02 17:23:05,Folk,[17],5,1415,817
12059,test,77,219,2009-05-02 17:23:05,Folk,[17],1,986,688
12060,test,77,219,2009-05-02 17:23:05,Folk,[17],14,1971,1255
12061,test,77,219,2009-05-02 17:23:06,Folk,[17],1,1350,883
12062,test,77,219,2009-05-02 17:23:07,Folk,[17],5,1462,642
12064,test,77,219,2009-05-02 17:23:08,Folk,[17],4,1947,734
12065,test,77,219,2009-05-02 17:23:08,Folk,[17],3,1321,640
12066,test,77,219,2009-05-02 17:23:08,Folk,[17],5,1587,910
12067,test,77,219,2009-05-02 17:23:09,Folk,[17],3,1130,634
12109,training,3186,4,2009-05-04 08:07:19,International,[2],8,2302,2172
12146,training,3200,1,2009-05-04 16:27:42,Pop,[10],1,1528,999
12147,training,3200,1,2009-05-04 16:27:42,Pop,[10],0,1593,950
12173,training,3216,1,2009-05-05 06:50:44,Hip-Hop,[21],2,2512,1415
12174,training,3217,47,2009-05-05 06:50:44,Hip-Hop,[21],17,6195,2923
12179,test,3222,15,2009-05-05 06:50:47,Pop,[10],17,8658,5440
12188,validation,3229,0,2009-05-05 07:27:17,Pop,[10],3,1263,683
12189,training,3230,1,2009-05-05 07:27:18,Electronic,[286],7,6126,4580
12346,training,3301,0,2009-05-06 11:48:23,Experimental,"[41, 224]",0,2341,1510
12348,training,3308,19,2009-05-06 13:13:32,Folk,"[33, 94]",2,3797,2586
12349,training,3308,19,2009-05-06 13:13:33,Folk,"[33, 94]",2,3438,1810
12350,training,3308,19,2009-05-06 13:13:33,Folk,"[33, 94]",6,2947,2056
12351,training,3308,19,2009-05-06 13:13:33,Folk,"[33, 94]",2,2155,1358
12352,training,3308,19,2009-05-06 13:13:35,Folk,"[33, 94]",3,2539,1193
12353,training,3308,19,2009-05-06 13:13:35,Folk,"[33, 94]",3,2648,1271
12355,training,3308,19,2009-05-06 13:13:36,Folk,"[33, 94]",5,2579,1286
12376,training,3318,1,2009-05-07 05:30:23,Pop,[10],10,2969,1076
12387,test,3343,0,2009-05-07 09:39:54,Pop,[10],3,1333,590
12390,test,3346,4,2009-05-07 09:47:25,Pop,[10],1,1826,1188
12394,training,3350,8,2009-05-07 09:47:28,Hip-Hop,[21],2,3410,2495
12481,test,77,219,2009-05-09 07:07:06,Folk,[17],4,2748,1039
12482,test,77,219,2009-05-09 07:07:07,Folk,[17],0,2129,604
12484,test,77,219,2009-05-09 07:07:08,Folk,[17],2,2165,782
12485,test,77,219,2009-05-09 07:07:09,Folk,[17],0,1796,583
12486,test,77,219,2009-05-09 07:07:09,Folk,[17],1,1363,591
12487,test,77,219,2009-05-09 07:07:09,Folk,[17],3,1607,860
12488,test,77,219,2009-05-09 07:07:10,Folk,[17],4,1577,627
12489,test,77,219,2009-05-09 07:07:10,Folk,[17],2,1488,843
12490,test,77,219,2009-05-09 07:07:11,Folk,[17],0,1553,623
12508,test,77,219,2009-05-09 08:59:48,Folk,[17],10,3372,2502
12513,test,77,219,2009-05-09 08:59:50,Folk,[17],5,928,726
12514,test,77,219,2009-05-09 08:59:51,Folk,[17],11,1237,880
12518,test,3346,4,2009-05-09 09:36:51,Pop,[10],8,2711,1641
12521,test,3227,32,2009-05-09 09:36:52,Rock,"[12, 66]",12,10688,8596
12526,validation,3374,0,2009-05-09 09:52:08,Hip-Hop,[21],5,5248,3030
12527,validation,3375,0,2009-05-09 10:24:39,Pop,[10],3,1568,814
12530,training,3377,1,2009-05-09 10:24:41,Pop,[10],5,2772,981
12531,training,3378,0,2009-05-09 10:24:41,Hip-Hop,[21],2,5717,3026
12532,training,3379,0,2009-05-09 10:39:33,Pop,[10],6,2454,2031
12537,training,3384,1,2009-05-09 11:16:48,Pop,[10],5,1694,1050
12551,training,3388,1,2009-05-09 11:32:10,Pop,[10],1,2173,1831
12552,training,1767,6,2009-05-09 11:32:12,Pop,[76],3,2465,1465
12654,training,80,27,2009-05-12 10:44:09,Pop,[76],11,1848,2048
12690,test,3420,3,2009-05-13 11:12:01,International,[79],1,2212,1806
12691,test,3420,3,2009-05-13 11:12:02,International,[79],1,1558,1199
12692,test,3420,3,2009-05-13 11:12:03,International,[79],1,1605,1172
12737,training,3426,23,2009-05-13 12:25:36,Experimental,[38],4,4961,1732
12985,training,3475,17,2009-05-15 16:55:42,Folk,[17],1,3206,2503
12986,training,3475,17,2009-05-15 16:55:43,Folk,[17],1,1886,1398
13191,training,3586,1,2009-05-19 08:43:44,Pop,[10],3,1851,740
13197,training,3591,0,2009-05-19 08:54:33,Pop,[10],5,3349,2724
13199,training,3593,59,2009-05-19 08:54:35,Hip-Hop,[21],3,2881,2376
13201,validation,3594,0,2009-05-19 09:51:49,Hip-Hop,[21],4,3318,2803
13218,training,3604,0,2009-05-19 10:47:18,Pop,[10],2,777,547
13220,training,3611,0,2009-05-19 10:57:27,Pop,[10],1,693,601
13325,training,3228,328,2009-05-21 07:10:44,Rock,[12],7,5050,2891
13328,test,3635,0,2009-05-21 07:36:14,Pop,[10],4,875,712
13362,training,3641,1,2009-05-21 10:01:48,Pop,[10],1,798,668
13378,training,3652,0,2009-05-21 10:33:24,Pop,[10],5,3171,1057
13474,validation,2882,3,2009-05-21 11:22:12,Electronic,[286],5,5488,4190
13537,training,3683,12,2009-05-21 12:14:31,International,[214],22,8257,6677
13538,training,3683,12,2009-05-21 12:14:32,International,[214],12,7067,5876
13539,training,3683,12,2009-05-21 12:14:33,International,[214],14,6882,6137
13540,training,3683,12,2009-05-21 12:14:33,International,[214],17,7882,6610
13556,validation,3699,2,2009-05-21 16:48:27,Rock,[12],36,9755,5049
13561,training,3702,1,2009-05-21 16:48:29,Hip-Hop,[21],8,5196,867
13562,training,3703,0,2009-05-22 06:16:29,Electronic,[286],5,5471,4252
13566,training,3702,1,2009-05-22 06:35:41,Hip-Hop,[21],1,3237,2155
13571,training,3710,0,2009-05-22 06:35:45,Electronic,[337],21,19219,15849
13578,test,1783,12,2009-05-22 09:05:01,Experimental,[1],1,993,873
13591,validation,3594,0,2009-05-22 10:18:40,Hip-Hop,[21],5,1675,1435
13596,training,3721,0,2009-05-22 10:48:39,Rock,[12],31,9504,6409
13666,test,3736,0,2009-05-22 17:19:53,Rock,[12],8,5426,5015
13668,training,3738,1,2009-05-22 17:19:55,Electronic,[15],6,5026,4538
13670,training,3739,0,2009-05-22 17:28:50,Hip-Hop,[21],5,1774,1146
13706,test,3766,37,2009-05-25 11:56:42,Electronic,[297],7,16952,15374
13707,test,3766,37,2009-05-25 11:56:42,Electronic,[297],6,16987,16115
13708,test,3766,37,2009-05-25 11:56:43,Electronic,[297],6,16532,15485
13709,test,3766,37,2009-05-25 11:56:45,Electronic,[297],8,10731,9894
13710,test,3766,37,2009-05-25 11:56:45,Electronic,[297],18,19597,17037
13711,test,3766,37,2009-05-25 11:56:45,Electronic,[297],4,17042,16125
